(291.38,591.186,695.741)
(367.158,305.415,641.091)
(376.717,668.988,455.742)
(641.074,536.287,311.663)
(404.464,364.816,280.578)
(532.679,527.231,613.325)
(686.43,497.572,252.044)
(305.664,561.492,429.22)
(725.882,491.827,718.548)
(407.7,510.518,279.855)
(576.641,264.709,539.085)
(542.203,686.628,292.086)
(660.642,298.429,278.762)
(444.783,335.271,360.134)
(614.659,565.711,597.396)
(595.987,402.344,473.455)
(386.192,323.766,319.957)
(578.599,409.279,415.882)
(319.129,327.046,622.138)
(264.594,290.95,565.033)
